./raw\4826.html,https://www.snopes.com/fact-check/usgs-volcanic-threat-level/,A 2018 update to a USGS report reclassified the risk of a supereruption from the Yellowstone caldera as being higher than previous assessments.,False,Science
./raw\1867.html,https://www.snopes.com/fact-check/mike-pences-brother-russian-military/,"One of Vice President Mike Pence's older brothers, Ed Pence, is an executive at Cummins Inc., a company that manufactures engines for the Russian military and has also used lobbying firms connected with Paul Manafort, indicating that Mike Pence may have compromising ties to Russia.",False,Politics
./raw\118.html,https://www.snopes.com/fact-check/average-minimum-wages-big-mac-prices/,"A meme circulating online shows the average minimum wages in France, Australia, and the U.S. as well as the average cost of a Big Mac in each country.",False,Business
./raw\1374.html,https://www.snopes.com/fact-check/trump-entities-criminal-probe/,A half dozen Trump-related entities were under criminal investigation in December 2018.,False,Politics
./raw\5488.html,https://www.snopes.com/fact-check/loo-looters/,Thieves who work shopping malls are robbing women in washrooms and leaving them naked.,False,Crime
./raw\2300.html,https://www.snopes.com/fact-check/potus-at-arlington-on-memorial-day/,Barack Obama was the only U.S. president not to lay a wreath at Arlington National Cemetery on Memorial Day.,False,Politics
./raw\4931.html,https://www.snopes.com/fact-check/nasa-deforestation-images/,Two photographs of the earth taken by NASA in 1978 and 2012 document the dramatic effects of deforestation in North America.,False,Science
./raw\3326.html,https://www.snopes.com/fact-check/tashfeen-malik-face-photo/,"A lawyer for Tashfeen Malik asked the media not to show photographs of her face because doing so was offensive to Muslims, and MSNBC host Melissa Harris-Perry criticized the New York Times for publishing such pictures.",False,Politics
./raw\5235.html,https://www.snopes.com/fact-check/bacca-brides-on-tour/,"A woman was raped and murdered in Turkey during a trek for ""world peace.""",False,Crime
./raw\2807.html,https://www.snopes.com/fact-check/canadian-business-offers-land-to-relocating-americans/,A small business in Canada is offering jobs and free land to Americans looking to relocate in the event of a Donald Trump or Hillary Clinton presidency.,False,Politics
./raw\4804.html,https://www.snopes.com/fact-check/broom-standing-gravitational-pull/,A special astronomical property allows brooms to be stood on end during particular days of the year.,False,Science
./raw\1943.html,https://www.snopes.com/fact-check/carl-icahn-stock-steel-tariffs/,Billionaire investor and former Trump adviser Carl Icahn sold off approximately $30 million worth of stock in a steel-dependent company in the weeks leading up to the president's announcement of tariffs on steel imports.,True,Politics
./raw\2723.html,https://www.snopes.com/fact-check/billy-graham-statement-trump/,The Reverend Billy Graham issued a surprising statement in support of Donald Trump.,False,Politics
./raw\4720.html,https://www.snopes.com/fact-check/track-meet/,NORAD annually tracks Santa's progress because a child trying to reach Santa via a newspaper advertisement called the wrong phone number.,True,Holidays
./raw\1901.html,https://www.snopes.com/fact-check/emma-gonzalez-shooter-bullying/,Parkland mass shooting survivor Emma González admitted to bullying a former student who later killed seventeen people.,False,Politics
./raw\2094.html,https://www.snopes.com/fact-check/shane-patrick-boyle-died-after-starting-a-gofundme-campaign-for-insulin/,A man named Shane Patrick Boyle died shortly after starting a GoFundMe fundraiser for insulin.,True,Politics
./raw\3241.html,https://www.snopes.com/fact-check/all-female-senate-snowstorm/,Only female senators showed up for work in Congress following Snowstorm Jonas.,True,Politics
./raw\2926.html,https://www.snopes.com/fact-check/hillary-clinton-marriage-is-always-between-a-man-and-a-woman/,"Hillary Clinton said in 2000 that she believed marriage was ""always between a man and a woman.""",True,Politics
./raw\1905.html,https://www.snopes.com/fact-check/david-hogg-clear-backpack-rights/,"David Hogg stated that he believes that the enforced use of clear backpacks in school constitutes a violation of students' First Amendment rights, but he favors the abolition of the Second Amendment.",False,Politics
./raw\3669.html,https://www.snopes.com/fact-check/other-peoples-money/,"Margaret Thatcher once said that ""The trouble with Socialism is that eventually you run out of other people's money.""",True,Politics
./raw\1114.html,https://www.snopes.com/fact-check/pastor-david-platt-donald-trump/,Pastor David Platt prayed for President Donald Trump during the latter's impromptu visit to his church.,True,Politics
./raw\3091.html,https://www.snopes.com/fact-check/man-choked-girl-bathroom-transgender/,A man claiming to be transgender allegedly assaulted a young girl in a Chicago restroom.,False,Crime
./raw\891.html,https://www.snopes.com/fact-check/tulsi-gabbard-antifa-photo/,"A photograph shows Tulsi Gabbard with members of Antifa, including political activist Evan Duke.",False,Politics
./raw\3368.html,https://www.snopes.com/fact-check/obama-military-christmas-ban/,"President Obama issued an order banning U.S. military personnel from using the word ""Christmas.""",False,Holidays
./raw\1228.html,https://www.snopes.com/fact-check/aoc-daylight-saving-time/,U.S. Rep. Alexandria Ocasio-Cortez said that she opposed daylight saving time because “the extra hour of sunlight drastically speeds up climate change.”,False,Politics
./raw\1517.html,https://www.snopes.com/fact-check/cardinal-pell-abortion-abuse/,"Cardinal George Pell, who has been charged with sexual abuse, once said that abortion was ""a worse moral scandal than priests sexually abusing young people.""",True,Politics
./raw\2008.html,https://www.snopes.com/fact-check/california-teacher-military-members/,"California schoolteacher Gregory Salcido called members of the United States military ""the lowest of our low"" during a classroom discussion.",True,Politics
./raw\670.html,https://www.snopes.com/fact-check/sanders-tax-plan-52-percent/,"U.S. Sen. Bernie Sanders' health care plan proposes to raise the tax rate to 52% on incomes over $29,000.",False,Politics
./raw\893.html,https://www.snopes.com/fact-check/democrats-indictment-for-coup/,Three leading democrats are facing indictment for orchestrating a coup d'etat.,False,Politics
./raw\2759.html,https://www.snopes.com/fact-check/obama-demands-rib/,"A video surfaced in October 2016 showing President Obama demanding ""ribs and pussy.""",False,Politics
./raw\3010.html,https://www.snopes.com/fact-check/president-obama-is-giving-1000-per-month-to-food-stamp-recipients/,"President Obama is giving food stamp recipients a bonus $1,000 per month for three months.",False,Politics
./raw\821.html,https://www.snopes.com/fact-check/alabama-ban-radical-islam/,"Alabama became the first state in the union to ban ""radical Islam.""",False,Politics
./raw\2317.html,https://www.snopes.com/fact-check/trump-voters-russian-agents/,The Federal Bureau of Investigation has uncovered evidence that everyone who voted for President Donald Trump is a Russian spy,False,Politics
./raw\2847.html,https://www.snopes.com/fact-check/what-if-taxpayers-only-voted-map/,"A map shows the results of the 2012 election if ""only taxpayers voted.""",False,Politics
./raw\2458.html,https://www.snopes.com/fact-check/trump-navajo-twitter/,President Trump disparaged Navajos on Twitter on 20 January 2017.,False,Politics
./raw\1257.html,https://www.snopes.com/fact-check/murder-new-york-rha/,A man who stabbed his pregnant girlfriend “won’t be charged” because of New York’s recently enacted Reproductive Health Act.,False,Politics
./raw\2726.html,https://www.snopes.com/fact-check/san-francisco-tech-assange/,A San Francisco tech company is a front for the web site that accused Julian Assange of pedophilia.,False,Politics
./raw\3844.html,https://www.snopes.com/fact-check/malice-of-absence/,The Fox News Channel will be shutting down for routine maintenance on 21 January 2013.,False,Politics
./raw\1152.html,https://www.snopes.com/fact-check/cummings-obama-records-sealed/,"Rep. Elijah Cummings sponsored a bill intended to ""keep all of Barack Obama's records sealed.""",False,Politics
./raw\2645.html,https://www.snopes.com/fact-check/clinton-staffers-ready-emp/,Hillary Clinton's staff is set to disable all the nation's electronic devices to hide further e-mail leaks.,False,Politics
./raw\534.html,https://www.snopes.com/fact-check/the-kosher-nostra/,Certain symbols displayed on the packaging of a variety of grocery items signify that their manufacturers have paid a 'secret tax' to the Jews.,False,Business
./raw\1305.html,https://www.snopes.com/fact-check/video-mlk-republican/,"A video of Martin Luther King, Jr.'s niece saying he was a Republican proves he the civil rights leader was affiliated with that party.",False,Politics
./raw\3654.html,https://www.snopes.com/fact-check/a-public-disservice-announcement/,A public service announcement encourages children to steal weapons from their parents and turn them over to teachers.,False,Politics
./raw\4206.html,https://www.snopes.com/fact-check/zinc-lozenges-coronavirus/,A letter providing tips on how to protect against the new coronavirus was authored by pathologist James Robb.,True,Medical
./raw\4947.html,https://www.snopes.com/fact-check/shaving-cream-prank/,"The contents of a few cans of frozen shaving cream will, when thawed, expand to fill an automobile.",False,Science
./raw\2805.html,https://www.snopes.com/fact-check/clinton-bizarre-eye-movements/,"Hillary Clinton cancelled a campaign event because of ""bizarre eye movements.""",False,Politics
./raw\2967.html,https://www.snopes.com/fact-check/pokemon-go-uploads-your-data-to-google-maps/,The Pokemon Go app is covertly passing information to Google Maps as well as the National Security Agency (NSA).,False,Politics
./raw\4423.html,https://www.snopes.com/fact-check/italian-doctor-multiple-sclerosis/,An Italian doctor uncovered a surprisingly simple cure for multiple sclerosis in April 2016.,False,Medical
./raw\2210.html,https://www.snopes.com/fact-check/camping-world-ceo-trump/,"In August 2017, Camping World CEO Marcus Lemonis told supporters of President Donald Trump not to shop at his stores.",False,Politics
./raw\3125.html,https://www.snopes.com/fact-check/colin-powell-supreme-court-quote/,Colin Powell urged people to vote for Donald Trump so that they could put a conservative on the Supreme Court.,False,Politics
./raw\2009.html,https://www.snopes.com/fact-check/trump-display-names-campaign-donors-state-union/,President Trump offered that those who donated to his reelection could have their name displayed during a Trump campaign-run livestream of the State of the Union address,True,Politics
./raw\1256.html,https://www.snopes.com/fact-check/donald-trump-jr-teachers/,"Donald Trump, Jr. referred to teachers as ""losers"" at a campaign event.",True,Politics
./raw\4088.html,https://www.snopes.com/fact-check/guthrie-letter-to-pelosi/,A Charlotte lawyer named Dennis Guthrie sent a critical letter to Rep. Nancy Pelosi.,True,Politics
./raw\1559.html,https://www.snopes.com/fact-check/amazon-federal-taxes-2017/,Amazon paid zero dollars in federal income tax in 2017.,True,Politics
./raw\761.html,https://www.snopes.com/fact-check/aoc-christianity-superstitious/,"U.S. Rep. Alexandria Ocasio-Cortez said Christianity should be ignored as ""superstitious nonsense.""",False,Politics
./raw\781.html,https://www.snopes.com/fact-check/lee-majors-death-hoax/,Actor Lee Majors died and left $6 million to U.S. President Donald Trump's 2020 reelection campaign.,False,Politics
./raw\2792.html,https://www.snopes.com/fact-check/trump-threatens-to-skip-debates/,Donald Trump threatened to skip the remaining presidential debates if Hillary Clinton showed up.,False,Politics
./raw\3025.html,https://www.snopes.com/fact-check/california-pastor-praises-orlando-massacre/,"A California pastor praised the Orlando nightclub shooting, saying that it's a tragedy more homosexual ""predators"" and ""pedophiles"" didn't die.",True,Politics
./raw\2337.html,https://www.snopes.com/fact-check/woman-prosecuted-laughing-sessions/,Code Pink member Desiree Fairooz was prosecuted for disorderly conduct after she laughed during Attorney General Jeff Sessions's confirmation hearing.,True,Politics
./raw\837.html,https://www.snopes.com/fact-check/steve-king-whistleblower-tweet/,U.S. Rep. Steve King falsely identified the Ukraine whistleblower.,True,Politics
./raw\5246.html,https://www.snopes.com/fact-check/true-jews-are-more-often-victims-of-hate-crimes-than-muslims/,Jews are more often the victims of hate crimes than Muslims in the United States.,True,Crime
./raw\3562.html,https://www.snopes.com/fact-check/false-only-obama-fails-to-visit-d-day-monument/,Barack Obama is the only president who has failed to visit the D-Day Monument on D-Day.,False,Politics
./raw\2038.html,https://www.snopes.com/fact-check/german-soap-opera-muslim/,A scene from a 2006 episode of the soap opera 'Lindenstrasse' is evidence of a German government effort to convince Germans to accept Muslims or become Muslim.,False,Politics
./raw\4938.html,https://www.snopes.com/fact-check/snow-burn/,"Fake, chemical-laden plastic snow has been falling on the U.S.",False,Science
./raw\4741.html,https://www.snopes.com/fact-check/black-friday-origins/,"The term ""Black Friday"" originated with the practice of selling off slaves on the day after Thanksgiving.",False,Holidays
./raw\2620.html,https://www.snopes.com/fact-check/blm-thug-shoots-himself-taking-selfie-with-gun-in-protest-of-trump/,A member of the Black Lives Matter movement shot himself in the face while protesting Donald Trump's election with a selfie.,False,Business
./raw\2037.html,https://www.snopes.com/fact-check/nestle-ceo-water-not-human-right/,"Peter Brabeck-Letmathe, a former chairman and CEO of Nestlé, said that water is not a human right.",False,Politics
./raw\1584.html,https://www.snopes.com/fact-check/chelsea-clinton-un-christian-to-protect-babies/,"Chelsea Clinton said it would be ""un-Christian"" to protect babies from abortion.",False,Politics
./raw\47.html,https://www.snopes.com/fact-check/a-toaster-dial-is-for-minutes-not-level-of-toasty-ness/,"The numbers on a toaster indicate duration of toasting in minutes, and not a ""degree of toastiness.""",False,Technology
./raw\1393.html,https://www.snopes.com/fact-check/migrants-mobile-phone-pay/,A photograph of Central American asylum seekers using mobile phones calls into question how they pay for those services.,False,Politics
./raw\4851.html,https://www.snopes.com/fact-check/did-dea-legalize-synthetic-weed/,The DEA recently classified synthetic marijuana as a legally-obtainable Schedule II drug while continuing to list plant-based marijuana as a Schedule I drug with “no currently accepted medical use.”,False,Science
./raw\4852.html,https://www.snopes.com/fact-check/time-magazine-cover-global-cooling/,A Time magazine cover from 1977 with the title “The Big Freeze” is an example of media fearmongering over  “global cooling” in the 1970s.,False,Science
./raw\1700.html,https://www.snopes.com/fact-check/trump-obama-salary-donations/,"Donald Trump donates his entire presidential salary and Melania Trump has a White House staff of only four, while President Obama donated nothing and First Lady Michelle Obama had a staff of 23.",False,Politics
./raw\672.html,https://www.snopes.com/fact-check/biden-poor-kids-white-kids/,U.S. Democratic presidential candidate Joe Biden asserted during a speech that “poor kids are just as bright and just as talented as white kids.”,True,Politics
./raw\2882.html,https://www.snopes.com/fact-check/tim-kaine-white-people-minority/,Tim Kaine said Caucasians must become a minority to atone for racism and oppression suffered by blacks.,False,Politics
./raw\1482.html,https://www.snopes.com/fact-check/cesar-sayoc-stormy-daniels/,"Cesar Sayoc and Stormy Daniels worked at the same Florida strip club, suggesting or proving their parts in an anti-Trump conspiracy theory.",False,Politics
./raw\4316.html,https://www.snopes.com/fact-check/pepto-xylitol/,"In August 2017, the makers of Pepto-Bismol added xylitol, a sugar substitute harmful to dogs, as an ingredient",False,Medical
./raw\2842.html,https://www.snopes.com/fact-check/empire-state-building-green-911/,President Obama is planning on lighting the Empire State Building green to celebrate the Muslim holiday of Eid al-Fitr on 11 September 2016.,False,Politics
./raw\4929.html,https://www.snopes.com/fact-check/autism-is-now-disclosed-as-dtap-side-effect/,"Autism has now been included among the known side effects of the  DTaP (Diphtheria, Tetanus, and acellular Pertussis) vaccine.",False,Science
./raw\1290.html,https://www.snopes.com/fact-check/nancy-pelosi-crime-family/,A meme accurately describes 'The Nancy Pelosi Crime Family.',False,Politics
./raw\1641.html,https://www.snopes.com/fact-check/ohio-voter-fraud/,Ohio's 12th Congressional District recorded 170 fraudulent votes cast in August 2018 by persons with birthdates earlier than 1902.,False,Politics
./raw\1314.html,https://www.snopes.com/fact-check/landlord-tenants-fed-shutdown/,Arkansas landlord Annette Cowen informed tenants at her rental properties they could face eviction if they failed to pay rent as a result of lacking the income provided by government housing subsidy programs.,True,Politics
./raw\2973.html,https://www.snopes.com/fact-check/you-had-a-hunch-the-news-system-was-rigged/,A list shows documents that several prominent news media executives have ties to the Obama administration.,False,Politics
./raw\1590.html,https://www.snopes.com/fact-check/trump-fist-pump-911/,"A photograph shows President Trump making a ""fist-pumping"" hand gesture at a memorial for 9/11 victims.",False,Business
./raw\2043.html,https://www.snopes.com/fact-check/does-psychiatrist-trump-lack-license/,"Dr. Bandy Lee, who has warned the United States that Donald Trump is dangerously impaired, lacks a medical license.",False,Medical
./raw\1464.html,https://www.snopes.com/fact-check/soros-refugee-debit-cards/,George Soros is funding the distribution of prepaid MasterCard debit cards to refugees through the U.N.,False,Politics
./raw\3945.html,https://www.snopes.com/fact-check/gas-out/,Participating in a boycott of selected oil companies will lower gasoline prices.,False,Politics
./raw\3294.html,https://www.snopes.com/fact-check/white-christmas-petition-video/,"College students are petitioning to get the song ""White Christmas"" banned due to racism.",False,Politics
./raw\2109.html,https://www.snopes.com/fact-check/little-gun-history/,Internet list accurately cites historical facts and figures proving that the worst mass exterminations of civilian populations in the twentieth century were the result of gun control laws.,False,Politics
./raw\596.html,https://www.snopes.com/fact-check/miami-dolphins-undefeated-champagne/,"Every season, whenever the last remaining undefeated NFL team lost its first game, all the surviving members of the 1972 Miami Dolphins opened bottles of champagne in celebration.",False,Sports
./raw\2791.html,https://www.snopes.com/fact-check/donald-trump-iraq-war/,Donald Trump expressed strong opposition to the war in Iraq before it began in 2003.,False,Politics
./raw\21.html,https://www.snopes.com/fact-check/update-voicemail-no-service/,"In the event of a hurricane, mobile phone users can update their voicemail greetings even if they lose WiFi and cellular service.",False,Technology
./raw\39.html,https://www.snopes.com/fact-check/zello-work-without-internet/,The Zello walkie-talkie cellphone app can be used without the internet.,False,Technology
./raw\1886.html,https://www.snopes.com/fact-check/trump-sprinklers-apartment-fire/,"In 1999, Donald Trump lobbied against mandatory sprinklers for apartment buildings in New York, including his own Trump Tower.",True,Politics
./raw\3057.html,https://www.snopes.com/fact-check/washington-state-to-teach-transgenderism-to-kindergartners/,"Washington state has updated their curriculum standards to include teaching ""transgenderism"" to Kindergarteners.",False,Politics
./raw\4243.html,https://www.snopes.com/fact-check/brain-eating-amoeba-sinuses/,A woman who rinsed her nasal passages using a neti pot filled with tap water contracted a fatal “brain-eating” amoeba infection.,True,Medical
./raw\4356.html,https://www.snopes.com/fact-check/are-blue-balls-a-real-thing/,"Prolonged sexual arousal in men without an ejaculation can cause pain, a condition colloquially referred to as ""blue balls"".",True,Medical
./raw\2902.html,https://www.snopes.com/fact-check/trump-laziness-is-a-trait-in-blacks/,"Donald Trump said, ""Laziness is a trait in blacks ... I believe that. No black person will be president again any time soon.""",False,Politics
./raw\803.html,https://www.snopes.com/fact-check/20-dollar-bill-folds-spells-trump/,"The $20 bill can be folded to spell the name ""Trump.""",False,Politics
./raw\4732.html,https://www.snopes.com/fact-check/twelve-days-christmas/,"The song ""The Twelve Days of Christmas"" was created as a coded reference to important articles of the Christian faith.",False,Holidays
./raw\2872.html,https://www.snopes.com/fact-check/peotone-high-school-flag-ban/,"Peotone High School in Illinois banned American flags because they offend people and called an assembly to inform students U.S. flags would not be ""tolerated"" in any ""shape or form.""",False,Politics
./raw\4739.html,https://www.snopes.com/fact-check/god-rest-ye-merry-gentlemen/,"The opening line of the Christmas carol ""God Rest Ye Merry Gentlemen"" means ""God make you mighty, gentlemen.""",False,Holidays
./raw\3534.html,https://www.snopes.com/fact-check/irena-sendler/,"Irena Sendler, credited with saving 2,500 Polish Jews from the Holocaust, was a candidate for the 2007 Nobel Peace Prize but lost out to Al Gore.",False,Politics
./raw\2029.html,https://www.snopes.com/fact-check/congress-paid-military-not-shutdown/,Members of Congress continue to get paid but military personnel do not during a U.S. government shutdown.,True,Military
./raw\789.html,https://www.snopes.com/fact-check/graham-impeachment-obstruction/,Lindsey Graham once said President Richard Nixon made himself subject to impeachment the day he failed to answer a congressional subpoena.,True,Politics
./raw\3032.html,https://www.snopes.com/fact-check/uniformed-veteran-deemed-offensive/,A military veteran picking his child up from school was ejected lest other students find his uniform offensive.,False,Military
./raw\1455.html,https://www.snopes.com/fact-check/young-black-leadership-summit-media/,"The news media ignored the Young Black Leadership Summit event held in Washington, D.C., in October 2018.",False,Politics
./raw\2292.html,https://www.snopes.com/fact-check/trump-subscription-box/,"In May 2017 President Trump launched a monthly ""Big League Box"" subscription for campaign merchandise.",True,Politics
./raw\3488.html,https://www.snopes.com/fact-check/obama-changes-oath-of-allegiance/,President Obama has changed the Oath of Allegiance for naturalized citizens to remove a vow to defend the U.S.,False,Politics
./raw\3019.html,https://www.snopes.com/fact-check/michigan-right-to-farm-act-repealed/,"In June 2016, Michigan residents lost the ""right to farm,"" keep chickens, or maintain bee hives due to a change in existing law.",False,Politics
./raw\2873.html,https://www.snopes.com/fact-check/hillary-clinton-security-threat-slide/,A United States Army training slide labeled Hillary Clinton as an insider threat.,False,Politics
./raw\1947.html,https://www.snopes.com/fact-check/trump-end-shootings-ban-schools/,President Donald Trump decided to ban schools in an effort to curb school shootings.,False,Politics
./raw\126.html,https://www.snopes.com/fact-check/is-amazons-alexa-emitting-unprompted-creepy-laughing/,"Amazon's Alexa randomly plays a ""creepy laugh.""",False,Business
./raw\1546.html,https://www.snopes.com/fact-check/paid-protesters-kavanaugh-hearings/,Photographs show a protester being paid to disrupt the Senate confirmation hearings of Supreme Court nominee Brett Kavanaugh.,False,Politics
./raw\4187.html,https://www.snopes.com/fact-check/bananas-coronavirus/,Eating bananas is a preventative against the COVID-19 coronavirus disease.,False,Medical
./raw\912.html,https://www.snopes.com/fact-check/sons-top-democrats-ukraine-clinton/,"The sons of several top Democrats worked for Ukraine-linked energy companies, as part of a conspiracy involving the Clinton Foundation.",False,Politics
./raw\1213.html,https://www.snopes.com/fact-check/700-arrests-el-paso-border/,"Some 700-plus undocumented migrants, including sex offenders, were apprehended by the U.S. Border Patrol overnight.",True,Politics
./raw\3018.html,https://www.snopes.com/fact-check/causes-of-death-2016/,A list of statistics shows the leading causes of death in the United States through the first half of 2016.,False,Politics
./raw\3344.html,https://www.snopes.com/fact-check/fema-waffle-house-index/,The Federal Emergency Management Agency (FEMA) uses an index based on Waffle House closures to determine the severity of natural disasters.,False,Politics
./raw\2193.html,https://www.snopes.com/fact-check/louis-farrakhan-jesus-redeemer/,"During a speech in which he declared Jesus Christ his ""redeemer,"" Muslim leader Louis Farrakhan gave indications that he was breaking with Islam in favor of following Christianity.",False,Politics
./raw\1815.html,https://www.snopes.com/fact-check/ayatollah-khamenei-share-picture-reading-fire-fury/,"Ayatollah Ali Khamenei shared a photo of himself reading Michael Wolff’s ""Fire and Fury.""",True,Politics
./raw\952.html,https://www.snopes.com/fact-check/buttigieg-chick-fil-a/,Democratic presidential contender Pete Buttigieg is planning an anti-Chick-fil-A protest.,False,Politics
./raw\3564.html,https://www.snopes.com/fact-check/new-york-abortion-poison/,The New York Assembly passed a law making it expressly legal to shoot babies in the heart with poison.,False,Politics
./raw\488.html,https://www.snopes.com/fact-check/is-income-tax-voluntary/,Payment of U.S. federal income taxes is voluntary.,False,Business
./raw\3298.html,https://www.snopes.com/fact-check/donald-trumps-son-game-hunting-photos/,"Photographs show Donald Trump's sons, Donald Jr. and Eric, posing during a big game hunting trip.",True,Politics
./raw\1735.html,https://www.snopes.com/fact-check/obama-dont-separate-mommy-protest-sign-real/,"A photograph shows a group holding a protest sign reading ""Obama don't separate me from my mommy.""",False,Politics
./raw\1951.html,https://www.snopes.com/fact-check/did-ben-carson-purchase-a-31000-dining-set-and-charge-it-to-hud/,"HUD Secretary Ben Carson bought a $31,000 dining set and billed taxpayers for it.",True,Politics
./raw\1882.html,https://www.snopes.com/fact-check/armed-students-delaware-high-school-1973/,A viral photograph shows an armed student and teacher scaring off a would-be mass shooter at a Delaware high school in 1973.,False,Politics
./raw\3078.html,https://www.snopes.com/fact-check/fbi-revealed-the-most-dangerous-zodiac-signs/,The FBI released a study ranking the connection between likelihood of criminal behavior and zodiac signs.,False,Politics
./raw\3000.html,https://www.snopes.com/fact-check/obama-to-remove-statue-of-liberty-because-it-offends-muslims/,President Obama plans to remove the Statue of Liberty because it is offensive to Muslims.,False,Politics
./raw\2934.html,https://www.snopes.com/fact-check/bill-clinton-said-hillary-suffered-more-than-those-guys-in-benghazi/,"Bill Clinton said that testifying at congressional hearings meant that ""Hillary suffered more than those guys in Benghazi.""",False,Politics
./raw\2035.html,https://www.snopes.com/fact-check/hhs-allow-doctors-to-refuse-lgbtq/,A new division of the Department of Health and Human Services will allow doctors to refuse to treat LGBTQ patients for religious reasons.,True,Politics
./raw\4695.html,https://www.snopes.com/fact-check/canola-oil/,Ordinary use of canola oil is dangerous to consumers.,False,Medical
./raw\1158.html,https://www.snopes.com/fact-check/execute-babies/,"Women and doctors meet to determine whether to ""execute"" newborn babies.",False,Politics
./raw\760.html,https://www.snopes.com/fact-check/clint-eastwood-quote-on-trump/,"Actor/director Clint Eastwood wrote an opinion piece that started with the statement, ""I love when people call Trump stupid.""",False,Politics
./raw\1571.html,https://www.snopes.com/fact-check/chuck-grassley-women-equal-rights/,"Sen. Chuck Grassley warned that investigating ""every"" allegation of sexual assault would create the ""false impression that women have equal rights.""",False,Politics
./raw\1510.html,https://www.snopes.com/fact-check/democrats-vote-cola/,All the Congressional Democrats voted against a 2.8 percent Social Security cost of living allowance.,False,Politics
./raw\5548.html,https://www.snopes.com/fact-check/john-mccain-fire-uss-forrestal/,A catastrophic fire aboard the aircraft carrier USS Forrestal in 1967 that killed 134 sailors and injured 161 was caused by reckless behavior on the part of then-Navy pilot John McCain.,False,Military
./raw\1421.html,https://www.snopes.com/fact-check/daniel-best-suicide-foul-play/,A medical examiner's conclusion that Health and Human Services drug pricing adviser Daniel Best died of multiple blunt force injuries contradicts the official ruling that he committed suicide.,False,Politics
./raw\767.html,https://www.snopes.com/fact-check/human-trafficking-hotspots/,A map shows the portions of the U.S. that have the greatest incidence of human trafficking.,False,Politics
./raw\1018.html,https://www.snopes.com/fact-check/amazon-college-textbook-rentals/,Amazon allows customers in the United States to rent certain textbooks for a fee.,True,Politics
./raw\765.html,https://www.snopes.com/fact-check/trump-apologize-to-iran/,Nancy Pelosi demanded that President Trump apologize to the Iranians for killing one of their generals “or else.”,False,Politics
./raw\4370.html,https://www.snopes.com/fact-check/onion-in-your-sock-cure/,"Placing a raw, cut onion in contact with your foot overnight “purifies your blood”, removes “toxins”, and heals your body.",False,Medical
./raw\3552.html,https://www.snopes.com/fact-check/school-bans-u-s-flag-t-shirts-cinco-de-mayo/,A federal court upheld a ruling that school officials acted correctly in requiring students to remove clothing featuring U.S. flag designs on Cinco de Mayo.,True,Politics
./raw\516.html,https://www.snopes.com/fact-check/bank-holiday/,"Receipt of special ""closed"" signs by Bank of America signals that U.S. banks will soon be shut down by the government for one week.",False,Business
./raw\2311.html,https://www.snopes.com/fact-check/seth-rich-parents-thank-internet-wikileaks/,"The parents of murdered DNC staffer Seth Rich thanked ""the Internet"" for spreading a debunked claim he had leaked thousands of e-mails to WikiLeaks.",False,Politics
./raw\4924.html,https://www.snopes.com/fact-check/mars-spectacular/,"The planet Mars will make a once-in-our-lifetimes, remarkably close approach to Earth on 27 August 2018.",False,Science
./raw\1876.html,https://www.snopes.com/fact-check/did-clinton-say-syria-israel-leaked-e-mail/,"In a leaked e-mail, Hillary Clinton said ""we must destroy Syria for Israel.""",False,Politics
./raw\1916.html,https://www.snopes.com/fact-check/president-barack-obama-congratulate-putin-2012-win/,"President Obama congratulated Vladimir Putin for Russia's election results in 2012, a diplomatic move for which President Trump was criticized in 2018.",True,Politics
./raw\4607.html,https://www.snopes.com/fact-check/baby-orajel-warning/,Baby Orajel can cause infants to stop breathing and turn blue.,True,Medical
./raw\1938.html,https://www.snopes.com/fact-check/trump-veterans-free-health-care/,President Trump signed an executive order in March 2018 that grants veterans free health care at any hospital.,False,Politics
./raw\32.html,https://www.snopes.com/fact-check/cell-phone-cause-brain-damage/,"The ""radiation"" from cell phones is causing mass insanity resulting in ""snowflake"" people.",False,Medical
./raw\1626.html,https://www.snopes.com/fact-check/michael-cohen-tweet-hillary-clinton/,President Trump's long-time personal lawyer tweeted at Hillary Clinton that her room and board would be free in prison.,True,Politics
./raw\3302.html,https://www.snopes.com/fact-check/marines-letter-michelle-obama/,"After being challenged by Michelle Obama, a former Marine wrote the First Lady a scathing letter.",False,Politics
./raw\1425.html,https://www.snopes.com/fact-check/trump-osama-attack/,"Donald Trump predicted that Osama bin Laden would attack the U.S. in his 2000 book, 'The America We Deserve.'",False,Politics
./raw\131.html,https://www.snopes.com/fact-check/retailers-using-disappearing-ink-receipts-discourage-returns/,"Retailers are using ""disappearing ink"" on receipts to limit or enforce a strict window on returns.",False,Business
./raw\1847.html,https://www.snopes.com/fact-check/california-sex-ed-parents/,Parents in California are not allowed to pull their children out of sexual education classes.,False,Politics
./raw\2066.html,https://www.snopes.com/fact-check/trump-negro-census/,"The Trump White House is considering resuming the use of ""negro"" as a racial category.",False,Politics
./raw\867.html,https://www.snopes.com/fact-check/democrats-medicare-tax-plan/,U.S. Democrats announced a plan for a 42% sales tax to pay for Medicare for All.,False,Politics
./raw\22.html,https://www.snopes.com/fact-check/tech-billionaire-parents-limit/,Tech billionaires such as Bill Gates and Steve Jobs advocated limiting children's use of technology.,True,Technology
